Year,Team,Rank,G,W,L,LgWin,WSWin,Name
1907,SLN,8,155,52,101,N,N,St. Louis Cardinals
1907,WS1,8,154,49,102,N,N,Washington Senators
1908,BOS,5,155,75,79,N,N,Boston Red Sox
1908,BRO,7,154,53,101,N,N,Brooklyn Superbas
1908,BSN,6,156,63,91,N,N,Boston Doves
1908,CHA,3,156,88,64,N,N,Chicago White Sox
1908,CHN,1,158,99,55,Y,Y,Chicago Cubs
1908,CIN,5,155,73,81,N,N,Cincinnati Reds
1908,CLE,2,157,90,64,N,N,Cleveland Naps
1908,DET,1,154,90,63,Y,N,Detroit Tigers
1908,NY1,2,157,98,56,N,N,New York Giants
1908,NYA,8,155,51,103,N,N,New York Highlanders
1908,PHA,6,157,68,85,N,N,Philadelphia Athletics
1908,PHI,4,155,83,71,N,N,Philadelphia Phillies
1908,PIT,2,155,98,56,N,N,Pittsburgh Pirates
1908,SLA,4,155,83,69,N,N,St. Louis Browns
1908,SLN,8,154,49,105,N,N,St. Louis Cardinals
1908,WS1,7,155,67,85,N,N,Washington Senators
1909,BOS,3,152,88,63,N,N,Boston Red Sox
1909,BRO,6,155,55,98,N,N,Brooklyn Superbas
1909,BSN,8,155,45,108,N,N,Boston Doves
1909,CHA,4,159,78,74,N,N,Chicago White Sox
1909,CHN,2,155,104,49,N,N,Chicago Cubs
1909,CIN,4,157,77,76,N,N,Cincinnati Reds
1909,CLE,6,155,71,82,N,N,Cleveland Naps
1909,DET,1,158,98,54,Y,N,Detroit Tigers
1909,NY1,3,158,92,61,N,N,New York Giants
1909,NYA,5,153,74,77,N,N,New York Highlanders
1909,PHA,2,153,95,58,N,N,Philadelphia Athletics
1909,PHI,5,154,74,79,N,N,Philadelphia Phillies
1909,PIT,1,154,110,42,Y,Y,Pittsburgh Pirates
1909,SLA,7,154,61,89,N,N,St. Louis Browns
1909,SLN,7,154,54,98,N,N,St. Louis Cardinals
1909,WS1,8,156,42,110,N,N,Washington Senators
1910,BOS,4,158,81,72,N,N,Boston Red Sox
1910,BRO,6,156,64,90,N,N,Brooklyn Superbas
1910,BSN,8,157,53,100,N,N,Boston Doves
1910,CHA,6,156,68,85,N,N,Chicago White Sox
1910,CHN,1,154,104,50,Y,N,Chicago Cubs
1910,CIN,5,156,75,79,N,N,Cincinnati Reds
1910,CLE,5,161,71,81,N,N,Cleveland Naps
1910,DET,3,155,86,68,N,N,Detroit Tigers
1910,NY1,2,155,91,63,N,N,New York Giants
1910,NYA,2,156,88,63,N,N,New York Highlanders
1910,PHA,1,155,102,48,Y,Y,Philadelphia Athletics
1910,PHI,4,157,78,75,N,N,Philadelphia Phillies
1910,PIT,3,154,86,67,N,N,Pittsburgh Pirates
1910,SLA,8,158,47,107,N,N,St. Louis Browns
1910,SLN,7,153,63,90,N,N,St. Louis Cardinals
1910,WS1,7,157,66,85,N,N,Washington Senators
1911,BOS,4,153,78,75,N,N,Boston Red Sox
1911,BRO,7,154,64,86,N,N,Brooklyn Dodgers
1911,BSN,8,156,44,107,N,N,Boston Rustlers
1911,CHA,5,154,77,74,N,N,Chicago White Sox
1911,CHN,2,157,92,62,N,N,Chicago Cubs
1911,CIN,6,159,70,83,N,N,Cincinnati Reds
1911,CLE,3,156,80,73,N,N,Cleveland Naps
1911,DET,2,154,89,65,N,N,Detroit Tigers
1911,NY1,1,154,99,54,Y,N,New York Giants
1911,NYA,6,153,76,76,N,N,New York Highlanders
1911,PHA,1,152,101,50,Y,Y,Philadelphia Athletics
1911,PHI,4,153,79,73,N,N,Philadelphia Phillies
1911,PIT,3,155,85,69,N,N,Pittsburgh Pirates
1911,SLA,8,152,45,107,N,N,St. Louis Browns
1911,SLN,5,158,75,74,N,N,St. Louis Cardinals
1911,WS1,7,154,64,90,N,N,Washington Senators
1912,BOS,1,154,105,47,Y,Y,Boston Red Sox
1912,BRO,7,153,58,95,N,N,Brooklyn Dodgers
1912,BSN,8,155,52,101,N,N,Boston Braves
1912,CHA,4,158,78,76,N,N,Chicago White Sox
1912,CHN,3,152,91,59,N,N,Chicago Cubs
1912,CIN,4,155,75,78,N,N,Cincinnati Reds
1912,CLE,5,155,75,78,N,N,Cleveland Naps
1912,DET,6,154,69,84,N,N,Detroit Tigers
1912,NY1,1,154,103,48,Y,N,New York Giants
1912,NYA,8,153,50,102,N,N,New York Highlanders
1912,PHA,3,153,90,62,N,N,Philadelphia Athletics
1912,PHI,5,152,73,79,N,N,Philadelphia Phillies
1912,PIT,2,152,93,58,N,N,Pittsburgh Pirates
1912,SLA,7,157,53,101,N,N,St. Louis Browns
1912,SLN,6,153,63,90,N,N,St. Louis Cardinals
1912,WS1,2,154,91,61,N,N,Washington Senators
1913,BOS,4,151,79,71,N,N,Boston Red Sox
1913,BRO,6,152,65,84,N,N,Brooklyn Superbas
1913,BSN,5,154,69,82,N,N,Boston Braves
1913,CHA,5,153,78,74,N,N,Chicago White Sox
1913,CHN,3,155,88,65,N,N,Chicago Cubs
1913,CIN,7,156,64,89,N,N,Cincinnati Reds
1913,CLE,3,155,86,66,N,N,Cleveland Naps
1913,DET,6,153,66,87,N,N,Detroit Tigers
1913,NY1,1,156,101,51,Y,N,New York Giants
1913,NYA,7,153,57,94,N,N,New York Yankees
1913,PHA,1,153,96,57,Y,Y,Philadelphia Athletics
1913,PHI,2,159,88,63,N,N,Philadelphia Phillies
1913,PIT,4,155,78,71,N,N,Pittsburgh Pirates
1913,SLA,8,155,57,96,N,N,St. Louis Browns
1913,SLN,8,153,51,99,N,N,St. Louis Cardinals
1913,WS1,2,155,90,64,N,N,Washington Senators
1914,BLF,3,160,84,70,N,,Baltimore Terrapins
1914,BOS,2,159,91,62,N,N,Boston Red Sox
1914,BRF,5,157,77,77,N,,Brooklyn Tip-Tops
1914,BRO,5,154,75,79,N,N,Brooklyn Robins
1914,BSN,1,158,94,59,Y,Y,Boston Braves
1914,BUF,4,155,80,71,N,,Buffalo Buffeds
1914,CHA,6,157,70,84,N,N,Chicago White Sox
1914,CHF,2,157,87,67,N,,Chicago Chi-Feds
1914,CHN,4,156,78,76,N,N,Chicago Cubs
1914,CIN,8,157,60,94,N,N,Cincinnati Reds
1914,CLE,8,157,51,102,N,N,Cleveland Naps
1914,DET,4,157,80,73,N,N,Detroit Tigers
1914,IND,1,157,88,65,Y,,Indianapolis Hoosiers
1914,KCF,6,154,67,84,N,,Kansas City Packers
1914,NY1,2,156,84,70,N,N,New York Giants
1914,NYA,6,157,70,84,N,N,New York Yankees
1914,PHA,1,158,99,53,Y,N,Philadelphia Athletics
1914,PHI,6,154,74,80,N,N,Philadelphia Phillies
1914,PIT,7,158,69,85,N,N,Pittsburgh Pirates
1914,PTF,7,154,64,86,N,,Pittsburgh Rebels
1914,SLA,5,159,71,82,N,N,St. Louis Browns
1914,SLF,8,154,62,89,N,,St. Louis Terriers
1914,SLN,3,157,81,72,N,N,St. Louis Cardinals
1914,WS1,3,158,81,73,N,N,Washington Senators
1915,BLF,8,154,47,107,N,,Baltimore Terrapins
1915,BOS,1,155,101,50,Y,Y,Boston Red Sox
1915,BRF,7,153,70,82,N,,Brooklyn Tip-Tops
1915,BRO,3,154,80,72,N,N,Brooklyn Robins
1915,BSN,2,157,83,69,N,N,Boston Braves
1915,BUF,6,153,74,78,N,,Buffalo Blues
1915,CHA,3,155,93,61,N,N,Chicago White Sox
1915,CHF,2,155,86,66,Y,,Chicago Whales
1915,CHN,4,156,73,80,N,N,Chicago Cubs
1915,CIN,7,160,71,83,N,N,Cincinnati Reds
1915,CLE,7,154,57,95,N,N,Cleveland Indians
1915,DET,2,156,100,54,N,N,Detroit Tigers
1915,KCF,4,153,81,72,N,,Kansas City Packers
1915,NEW,5,155,80,72,N,,Newark Pepper
1915,NY1,8,155,69,83,N,N,New York Giants
1915,NYA,5,154,69,83,N,N,New York Yankees
1915,PHA,8,154,43,109,N,N,Philadelphia Athletics
1915,PHI,1,153,90,62,Y,N,Philadelphia Phillies
1915,PIT,5,156,73,81,N,N,Pittsburgh Pirates
1915,PTF,3,156,86,67,N,,Pittsburgh Rebels
1915,SLA,6,159,63,91,N,N,St. Louis Browns
1915,SLF,1,159,87,67,N,,St. Louis Terriers
1915,SLN,6,157,72,81,N,N,St. Louis Cardinals
1915,WS1,4,155,85,68,N,N,Washington Senators
1916,BOS,1,156,91,63,Y,Y,Boston Red Sox
1916,BRO,1,156,94,60,Y,N,Brooklyn Robins
1916,BSN,3,158,89,63,N,N,Boston Braves
1916,CHA,2,155,89,65,N,N,Chicago White Sox
1916,CHN,5,156,67,86,N,N,Chicago Cubs
1916,CIN,7,155,60,93,N,N,Cincinnati Reds
1916,CLE,6,157,77,77,N,N,Cleveland Indians
1916,DET,3,155,87,67,N,N,Detroit Tigers
1916,NY1,4,155,86,66,N,N,New York Giants
1916,NYA,4,156,80,74,N,N,New York Yankees
1916,PHA,8,154,36,117,N,N,Philadelphia Athletics
1916,PHI,2,154,91,62,N,N,Philadelphia Phillies
1916,PIT,6,157,65,89,N,N,Pittsburgh Pirates
1916,SLA,5,158,79,75,N,N,St. Louis Browns
1916,SLN,7,153,60,93,N,N,St. Louis Cardinals
1916,WS1,7,159,76,77,N,N,Washington Senators
1917,BOS,2,157,90,62,N,N,Boston Red Sox
1917,BRO,7,156,70,81,N,N,Brooklyn Robins
1917,BSN,6,157,72,81,N,N,Boston Braves
1917,CHA,1,156,100,54,Y,Y,Chicago White Sox
1917,CHN,5,157,74,80,N,N,Chicago Cubs
1917,CIN,4,157,78,76,N,N,Cincinnati Reds
1917,CLE,3,156,88,66,N,N,Cleveland Indians
1917,DET,4,154,78,75,N,N,Detroit Tigers
1917,NY1,1,158,98,56,Y,N,New York Giants
1917,NYA,6,155,71,82,N,N,New York Yankees
1917,PHA,8,154,55,98,N,N,Philadelphia Athletics
1917,PHI,2,154,87,65,N,N,Philadelphia Phillies
1917,PIT,8,157,51,103,N,N,Pittsburgh Pirates
1917,SLA,7,155,57,97,N,N,St. Louis Browns
1917,SLN,3,154,82,70,N,N,St. Louis Cardinals
1917,WS1,5,157,74,79,N,N,Washington Senators
1918,BOS,1,126,75,51,Y,Y,Boston Red Sox
1918,BRO,5,126,57,69,N,N,Brooklyn Robins
1918,BSN,7,124,53,71,N,N,Boston Braves
1918,CHA,6,124,57,67,N,N,Chicago White Sox
1918,CHN,1,131,84,45,Y,N,Chicago Cubs
1918,CIN,3,129,68,60,N,N,Cincinnati Reds
1918,CLE,2,129,73,54,N,N,Cleveland Indians
1918,DET,7,128,55,71,N,N,Detroit Tigers
1918,NY1,2,124,71,53,N,N,New York Giants
1918,NYA,4,126,60,63,N,N,New York Yankees
1918,PHA,8,130,52,76,N,N,Philadelphia Athletics
1918,PHI,6,125,55,68,N,N,Philadelphia Phillies
1918,PIT,4,126,65,60,N,N,Pittsburgh Pirates
1918,SLA,5,123,58,64,N,N,St. Louis Browns
1918,SLN,8,131,51,78,N,N,St. Louis Cardinals
1918,WS1,3,130,72,56,N,N,Washington Senators
1919,BOS,6,138,66,71,N,N,Boston Red Sox
1919,BRO,5,141,69,71,N,N,Brooklyn Robins
1919,BSN,6,140,57,82,N,N,Boston Braves
1919,CHA,1,140,88,52,Y,N,Chicago White Sox
1919,CHN,3,140,75,65,N,N,Chicago Cubs
1919,CIN,1,140,96,44,Y,Y,Cincinnati Reds
1919,CLE,2,139,84,55,N,N,Cleveland Indians
1919,DET,4,140,80,60,N,N,Detroit Tigers
1919,NY1,2,140,87,53,N,N,New York Giants
1919,NYA,3,141,80,59,N,N,New York Yankees
1919,PHA,8,140,36,104,N,N,Philadelphia Athletics
1919,PHI,8,138,47,90,N,N,Philadelphia Phillies
1919,PIT,4,139,71,68,N,N,Pittsburgh Pirates
1919,SLA,5,140,67,72,N,N,St. Louis Browns
1919,SLN,7,138,54,83,N,N,St. Louis Cardinals
1919,WS1,7,142,56,84,N,N,Washington Senators
1920,BOS,5,154,72,81,N,N,Boston Red Sox
1920,BRO,1,155,93,61,Y,N,Brooklyn Robins
1920,BSN,7,153,62,90,N,N,Boston Braves
1920,CHA,2,154,96,58,N,N,Chicago White Sox
1920,CHN,5,154,75,79,N,N,Chicago Cubs
1920,CIN,3,154,82,71,N,N,Cincinnati Reds
1920,CLE,1,154,98,56,Y,Y,Cleveland Indians
1920,DET,7,155,61,93,N,N,Detroit Tigers
1920,NY1,2,155,86,68,N,N,New York Giants
1920,NYA,3,154,95,59,N,N,New York Yankees
1920,PHA,8,156,48,106,N,N,Philadelphia Athletics
1920,PHI,8,153,62,91,N,N,Philadelphia Phillies
1920,PIT,4,155,79,75,N,N,Pittsburgh Pirates
1920,SLA,4,154,76,77,N,N,St. Louis Browns
1920,SLN,5,155,75,79,N,N,St. Louis Cardinals
1920,WS1,6,153,68,84,N,N,Washington Senators
1921,BOS,5,154,75,79,N,N,Boston Red Sox
1921,BRO,5,152,77,75,N,N,Brooklyn Robins
1921,BSN,4,153,79,74,N,N,Boston Braves
1921,CHA,7,154,62,92,N,N,Chicago White Sox
1921,CHN,7,153,64,89,N,N,Chicago Cubs
1921,CIN,6,153,70,83,N,N,Cincinnati Reds
1921,CLE,2,154,94,60,N,N,Cleveland Indians
1921,DET,6,154,71,82,N,N,Detroit Tigers
1921,NY1,1,153,94,59,Y,Y,New York Giants
1921,NYA,1,153,98,55,Y,N,New York Yankees
1921,PHA,8,155,53,100,N,N,Philadelphia Athletics
1921,PHI,8,154,51,103,N,N,Philadelphia Phillies
1921,PIT,2,154,90,63,N,N,Pittsburgh Pirates
1921,SLA,3,154,81,73,N,N,St. Louis Browns
1921,SLN,3,154,87,66,N,N,St. Louis Cardinals
1921,WS1,4,154,80,73,N,N,Washington Senators
1922,BOS,8,154,61,93,N,N,Boston Red Sox
1922,BRO,6,155,76,78,N,N,Brooklyn Robins
1922,BSN,8,154,53,100,N,N,Boston Braves
1922,CHA,5,155,77,77,N,N,Chicago White Sox
1922,CHN,5,156,80,74,N,N,Chicago Cubs
1922,CIN,2,156,86,68,N,N,Cincinnati Reds
1922,CLE,4,155,78,76,N,N,Cleveland Indians
1922,DET,3,155,79,75,N,N,Detroit Tigers
1922,NY1,1,156,93,61,Y,Y,New York Giants
1922,NYA,1,154,94,60,Y,N,New York Yankees
1922,PHA,7,155,65,89,N,N,Philadelphia Athletics
1922,PHI,7,154,57,96,N,N,Philadelphia Phillies
1922,PIT,3,155,85,69,N,N,Pittsburgh Pirates
1922,SLA,2,154,93,61,N,N,St. Louis Browns
1922,SLN,3,154,85,69,N,N,St. Louis Cardinals
1922,WS1,6,154,69,85,N,N,Washington Senators
1923,BOS,8,154,61,91,N,N,Boston Red Sox
1923,BRO,6,155,76,78,N,N,Brooklyn Robins
1923,BSN,7,155,54,100,N,N,Boston Braves
1923,CHA,7,156,69,85,N,N,Chicago White Sox
1923,CHN,4,154,83,71,N,N,Chicago Cubs
1923,CIN,2,154,91,63,N,N,Cincinnati Reds
1923,CLE,3,153,82,71,N,N,Cleveland Indians
1923,DET,2,155,83,71,N,N,Detroit Tigers
1923,NY1,1,153,95,58,Y,N,New York Giants
1923,NYA,1,152,98,54,Y,Y,New York Yankees
1923,PHA,6,153,69,83,N,N,Philadelphia Athletics
1923,PHI,8,155,50,104,N,N,Philadelphia Phillies
1923,PIT,3,154,87,67,N,N,Pittsburgh Pirates
1923,SLA,5,154,74,78,N,N,St. Louis Browns
1923,SLN,5,154,79,74,N,N,St. Louis Cardinals
1923,WS1,4,155,75,78,N,N,Washington Senators
1924,BOS,7,157,67,87,N,N,Boston Red Sox
1924,BRO,2,154,92,62,N,N,Brooklyn Robins
1924,BSN,8,154,53,100,N,N,Boston Braves
1924,CHA,8,154,66,87,N,N,Chicago White Sox
1924,CHN,5,154,81,72,N,N,Chicago Cubs
1924,CIN,4,153,83,70,N,N,Cincinnati Reds
1924,CLE,6,153,67,86,N,N,Cleveland Indians
1924,DET,3,156,86,68,N,N,Detroit Tigers
1924,NY1,1,154,93,60,Y,N,New York Giants
1924,NYA,2,153,89,63,N,N,New York Yankees
1924,PHA,5,152,71,81,N,N,Philadelphia Athletics
1924,PHI,7,152,55,96,N,N,Philadelphia Phillies
1924,PIT,3,153,90,63,N,N,Pittsburgh Pirates
1924,SLA,4,153,74,78,N,N,St. Louis Browns
1924,SLN,6,154,65,89,N,N,St. Louis Cardinals
1924,WS1,1,156,92,62,Y,Y,Washington Senators
1925,BOS,8,152,47,105,N,N,Boston Red Sox
1925,BRO,6,153,68,85,N,N,Brooklyn Robins
1925,BSN,5,153,70,83,N,N,Boston Braves
1925,CHA,5,154,79,75,N,N,Chicago White Sox
1925,CHN,8,154,68,86,N,N,Chicago Cubs
1925,CIN,3,153,80,73,N,N,Cincinnati Reds
1925,CLE,6,155,70,84,N,N,Cleveland Indians
1925,DET,4,156,81,73,N,N,Detroit Tigers
1925,NY1,2,152,86,66,N,N,New York Giants
1925,NYA,7,156,69,85,N,N,New York Yankees
1925,PHA,2,153,88,64,N,N,Philadelphia Athletics
1925,PHI,6,153,68,85,N,N,Philadelphia Phillies
1925,PIT,1,153,95,58,Y,Y,Pittsburgh Pirates
1925,SLA,3,154,82,71,N,N,St. Louis Browns
1925,SLN,4,153,77,76,N,N,St. Louis Cardinals
1925,WS1,1,152,96,55,Y,N,Washington Senators
1926,BOS,8,154,46,107,N,N,Boston Red Sox
1926,BRO,6,155,71,82,N,N,Brooklyn Robins
1926,BSN,7,153,66,86,N,N,Boston Braves
1926,CHA,5,155,81,72,N,N,Chicago White Sox
1926,CHN,4,155,82,72,N,N,Chicago Cubs
1926,CIN,2,157,87,67,N,N,Cincinnati Reds
1926,CLE,2,154,88,66,N,N,Cleveland Indians
1926,DET,6,157,79,75,N,N,Detroit Tigers
1926,NY1,5,151,74,77,N,N,New York Giants
1926,NYA,1,155,91,63,Y,N,New York Yankees
1926,PHA,3,150,83,67,N,N,Philadelphia Athletics
1926,PHI,8,152,58,93,N,N,Philadelphia Phillies
1926,PIT,3,157,84,69,N,N,Pittsburgh Pirates
1926,SLA,7,155,62,92,N,N,St. Louis Browns
1926,SLN,1,156,89,65,Y,Y,St. Louis Cardinals
1926,WS1,4,152,81,69,N,N,Washington Senators
1927,BOS,8,154,51,103,N,N,Boston Red Sox
1927,BRO,6,154,65,88,N,N,Brooklyn Robins
1927,BSN,7,155,60,94,N,N,Boston Braves
1927,CHA,5,153,70,83,N,N,Chicago White Sox
1927,CHN,4,153,85,68,N,N,Chicago Cubs
1927,CIN,5,153,75,78,N,N,Cincinnati Reds
1927,CLE,6,153,66,87,N,N,Cleveland Indians
1927,DET,4,156,82,71,N,N,Detroit Tigers
1927,NY1,3,155,92,62,N,N,New York Giants
1927,NYA,1,155,110,44,Y,Y,New York Yankees
1927,PHA,2,155,91,63,N,N,Philadelphia Athletics
1927,PHI,8,155,51,103,N,N,Philadelphia Phillies
1927,PIT,1,156,94,60,Y,N,Pittsburgh Pirates
1927,SLA,7,155,59,94,N,N,St. Louis Browns
1927,SLN,2,153,92,61,N,N,St. Louis Cardinals
1927,WS1,3,157,85,69,N,N,Washington Senators
1928,BOS,8,154,57,96,N,N,Boston Red Sox
1928,BRO,6,155,77,76,N,N,Brooklyn Robins
1928,BSN,7,153,50,103,N,N,Boston Braves
1928,CHA,5,155,72,82,N,N,Chicago White Sox
1928,CHN,3,154,91,63,N,N,Chicago Cubs
1928,CIN,5,153,78,74,N,N,Cincinnati Reds
1928,CLE,7,155,62,92,N,N,Cleveland Indians
1928,DET,6,154,68,86,N,N,Detroit Tigers
1928,NY1,2,155,93,61,N,N,New York Giants
1928,NYA,1,154,101,53,Y,Y,New York Yankees
1928,PHA,2,153,98,55,N,N,Philadelphia Athletics
1928,PHI,8,152,43,109,N,N,Philadelphia Phillies
1928,PIT,4,152,85,67,N,N,Pittsburgh Pirates
1928,SLA,3,154,82,72,N,N,St. Louis Browns
1928,SLN,1,154,95,59,Y,N,St. Louis Cardinals
1928,WS1,4,155,75,79,N,N,Washington Senators
1929,BOS,8,155,58,96,N,N,Boston Red Sox
1929,BRO,6,153,70,83,N,N,Brooklyn Robins
1929,BSN,8,154,56,98,N,N,Boston Braves
1929,CHA,7,152,59,93,N,N,Chicago White Sox
1929,CHN,1,156,98,54,Y,N,Chicago Cubs
1929,CIN,7,155,66,88,N,N,Cincinnati Reds
1929,CLE,3,152,81,71,N,N,Cleveland Indians
1929,DET,6,155,70,84,N,N,Detroit Tigers
1929,NY1,3,152,84,67,N,N,New York Giants
1929,NYA,2,154,88,66,N,N,New York Yankees
1929,PHA,1,151,104,46,Y,Y,Philadelphia Athletics
1929,PHI,5,154,71,82,N,N,Philadelphia Phillies
1929,PIT,2,154,88,65,N,N,Pittsburgh Pirates
1929,SLA,4,154,79,73,N,N,St. Louis Browns
1929,SLN,4,154,78,74,N,N,St. Louis Cardinals
1929,WS1,5,153,71,81,N,N,Washington Senators
1930,BOS,8,154,52,102,N,N,Boston Red Sox
1930,BRO,4,154,86,68,N,N,Brooklyn Robins
1930,BSN,6,154,70,84,N,N,Boston Braves
1930,CHA,7,154,62,92,N,N,Chicago White Sox
1930,CHN,2,156,90,64,N,N,Chicago Cubs
1930,CIN,7,154,59,95,N,N,Cincinnati Reds
1930,CLE,4,154,81,73,N,N,Cleveland Indians
1930,DET,5,154,75,79,N,N,Detroit Tigers
1930,NY1,3,154,87,67,N,N,New York Giants
1930,NYA,3,154,86,68,N,N,New York Yankees
1930,PHA,1,154,102,52,Y,Y,Philadelphia Athletics
1930,PHI,8,156,52,102,N,N,Philadelphia Phillies
1930,PIT,5,154,80,74,N,N,Pittsburgh Pirates
1930,SLA,6,154,64,90,N,N,St. Louis Browns
1930,SLN,1,154,92,62,Y,N,St. Louis Cardinals
1930,WS1,2,154,94,60,N,N,Washington Senators
1931,BOS,6,153,62,90,N,N,Boston Red Sox
1931,BRO,4,153,79,73,N,N,Brooklyn Robins
1931,BSN,7,156,64,90,N,N,Boston Braves
1931,CHA,8,156,56,97,N,N,Chicago White Sox
1931,CHN,3,156,84,70,N,N,Chicago Cubs
1931,CIN,8,154,58,96,N,N,Cincinnati Reds
1931,CLE,4,155,78,76,N,N,Cleveland Indians
1931,DET,7,154,61,93,N,N,Detroit Tigers
1931,NY1,2,153,87,65,N,N,New York Giants
1931,NYA,2,155,94,59,N,N,New York Yankees
1931,PHA,1,153,107,45,Y,N,Philadelphia Athletics
1931,PHI,6,155,66,88,N,N,Philadelphia Phillies
1931,PIT,5,155,75,79,N,N,Pittsburgh Pirates
1931,SLA,5,154,63,91,N,N,St. Louis Browns
1931,SLN,1,154,101,53,Y,Y,St. Louis Cardinals
1931,WS1,3,156,92,62,N,N,Washington Senators
1932,BOS,8,154,43,111,N,N,Boston Red Sox
1932,BRO,3,154,81,73,N,N,Brooklyn Dodgers
1932,BSN,5,155,77,77,N,N,Boston Braves
1932,CHA,7,152,49,102,N,N,Chicago White Sox
1932,CHN,1,154,90,64,Y,N,Chicago Cubs
1932,CIN,8,155,60,94,N,N,Cincinnati Reds
1932,CLE,4,153,87,65,N,N,Cleveland Indians
1932,DET,5,153,76,75,N,N,Detroit Tigers
1932,NY1,6,154,72,82,N,N,New York Giants
1932,NYA,1,156,107,47,Y,Y,New York Yankees
1932,PHA,2,154,94,60,N,N,Philadelphia Athletics
1932,PHI,4,154,78,76,N,N,Philadelphia Phillies
1932,PIT,2,154,86,68,N,N,Pittsburgh Pirates
1932,SLA,6,154,63,91,N,N,St. Louis Browns
1932,SLN,6,156,72,82,N,N,St. Louis Cardinals
1932,WS1,3,154,93,61,N,N,Washington Senators
1933,BOS,7,149,63,86,N,N,Boston Red Sox
1933,BRO,6,157,65,88,N,N,Brooklyn Dodgers
1933,BSN,4,156,83,71,N,N,Boston Braves
1933,CHA,6,151,67,83,N,N,Chicago White Sox
1933,CHN,3,154,86,68,N,N,Chicago Cubs
1933,CIN,8,153,58,94,N,N,Cincinnati Reds
1933,CLE,4,151,75,76,N,N,Cleveland Indians
1933,DET,5,155,75,79,N,N,Detroit Tigers
1933,NY1,1,156,91,61,Y,Y,New York Giants
1933,NYA,2,152,91,59,N,N,New York Yankees
1933,PHA,3,152,79,72,N,N,Philadelphia Athletics
1933,PHI,7,152,60,92,N,N,Philadelphia Phillies
1933,PIT,2,154,87,67,N,N,Pittsburgh Pirates
1933,SLA,8,153,55,96,N,N,St. Louis Browns
1933,SLN,5,154,82,71,N,N,St. Louis Cardinals
1933,WS1,1,153,99,53,Y,N,Washington Senators
1934,BOS,4,153,76,76,N,N,Boston Red Sox
1934,BRO,6,153,71,81,N,N,Brooklyn Dodgers
1934,BSN,4,152,78,73,N,N,Boston Braves
1934,CHA,8,153,53,99,N,N,Chicago White Sox
1934,CHN,3,152,86,65,N,N,Chicago Cubs
1934,CIN,8,152,52,99,N,N,Cincinnati Reds
1934,CLE,3,154,85,69,N,N,Cleveland Indians
1934,DET,1,154,101,53,Y,N,Detroit Tigers
1934,NY1,2,153,93,60,N,N,New York Giants
1934,NYA,2,154,94,60,N,N,New York Yankees
1934,PHA,5,153,68,82,N,N,Philadelphia Athletics
1934,PHI,7,149,56,93,N,N,Philadelphia Phillies
1934,PIT,5,151,74,76,N,N,Pittsburgh Pirates
1934,SLA,6,154,67,85,N,N,St. Louis Browns
1934,SLN,1,154,95,58,Y,Y,St. Louis Cardinals
1934,WS1,7,155,66,86,N,N,Washington Senators
1935,BOS,4,154,78,75,N,N,Boston Red Sox
1935,BRO,5,154,70,83,N,N,Brooklyn Dodgers
1935,BSN,8,153,38,115,N,N,Boston Braves
1935,CHA,5,153,74,78,N,N,Chicago White Sox
1935,CHN,1,154,100,54,Y,N,Chicago Cubs
1935,CIN,6,154,68,85,N,N,Cincinnati Reds
1935,CLE,3,156,82,71,N,N,Cleveland Indians
1935,DET,1,152,93,58,Y,Y,Detroit Tigers
1935,NY1,3,156,91,62,N,N,New York Giants
1935,NYA,2,149,89,60,N,N,New York Yankees
1935,PHA,8,149,58,91,N,N,Philadelphia Athletics
1935,PHI,7,156,64,89,N,N,Philadelphia Phillies
1935,PIT,4,153,86,67,N,N,Pittsburgh Pirates
1935,SLA,7,155,65,87,N,N,St. Louis Browns
1935,SLN,2,154,96,58,N,N,St. Louis Cardinals
1935,WS1,6,154,67,86,N,N,Washington Senators
1936,BOS,6,155,74,80,N,N,Boston Red Sox
1936,BRO,7,156,67,87,N,N,Brooklyn Dodgers
1936,BSN,6,157,71,83,N,N,Boston Bees
1936,CHA,4,153,81,70,N,N,Chicago White Sox
1936,CHN,2,154,87,67,N,N,Chicago Cubs
1936,CIN,5,154,74,80,N,N,Cincinnati Reds
1936,CLE,5,157,80,74,N,N,Cleveland Indians
1936,DET,2,154,83,71,N,N,Detroit Tigers
1936,NY1,1,154,92,62,Y,N,New York Giants
1936,NYA,1,155,102,51,Y,Y,New York Yankees
1936,PHA,8,154,53,100,N,N,Philadelphia Athletics
1936,PHI,8,154,54,100,N,N,Philadelphia Phillies
1936,PIT,4,156,84,70,N,N,Pittsburgh Pirates
1936,SLA,7,155,57,95,N,N,St. Louis Browns
1936,SLN,2,155,87,67,N,N,St. Louis Cardinals
1936,WS1,3,153,82,71,N,N,Washington Senators
1937,BOS,5,154,80,72,N,N,Boston Red Sox
1937,BRO,6,155,62,91,N,N,Brooklyn Dodgers
1937,BSN,5,152,79,73,N,N,Boston Bees
1937,CHA,3,154,86,68,N,N,Chicago White Sox
1937,CHN,2,154,93,61,N,N,Chicago Cubs
1937,CIN,8,155,56,98,N,N,Cincinnati Reds
1937,CLE,4,156,83,71,N,N,Cleveland Indians
1937,DET,2,155,89,65,N,N,Detroit Tigers
1937,NY1,1,152,95,57,Y,N,New York Giants
1937,NYA,1,157,102,52,Y,Y,New York Yankees
1937,PHA,7,154,54,97,N,N,Philadelphia Athletics
